 

stn;time;tre200dx;tre200dn;tre200d0;rka150d0;hns000d0
LUZ;20051220;0.8;-0.8;-0.1;0.0;0
LUZ;20051221;-0.7;-1.8;-1.2;0.0;0
LUZ;20051222;0.6;-2.6;-1.1;0.0;0
LUZ;20051223;4.3;-0.8;1.2;0.0;0
LUZ;20051224;2.9;0.4;1.6;0.0;0
LUZ;20051225;2.2;0.7;1.5;0.0;0
LUZ;20051226;1.7;-1.9;0.3;0.0;0
LUZ;20051227;-0.5;-4.3;-2.2;2.0;8
LUZ;20051228;-4.3;-6.2;-5.0;0.4;0
LUZ;20051229;-3.0;-10.8;-5.7;0.0;0
LUZ;20051230;-3.9;-12.3;-7.7;2.0;5
LUZ;20051231;5.8;-3.8;1.7;5.5;0
LUZ;20060101;5.1;-0.8;2.2;4.6;0
LUZ;20060102;3.4;0.6;2.1;0.3;0
LUZ;20060103;2.9;-1.6;1.4;0.0;0
LUZ;20060104;1.1;-1.0;0.0;0.0;0
LUZ;20060105;0.9;-5.4;-2.0;0.0;0
LUZ;20060106;-1.8;-6.7;-3.5;0.0;0
LUZ;20060107;-1.8;-3.7;-3.0;0.0;0
LUZ;20060108;-1.9;-3.9;-3.2;0.0;0
LUZ;20060109;-2.3;-4.0;-3.2;0.0;0
LUZ;20060110;-2.7;-4.8;-3.6;0.0;0
LUZ;20060111;-2.2;-7.6;-4.8;0.0;0
LUZ;20060112;-1.4;-6.6;-4.0;0.0;0
LUZ;20060113;-1.9;-5.4;-4.1;0.0;0
LUZ;20060114;-3.3;-5.6;-4.8;0.0;0
LUZ;20060115;-2.9;-7.0;-5.3;0.0;0
LUZ;20060116;-1.6;-6.5;-4.1;1.0;2
LUZ;20060117;2.7;-2.0;0.5;0.9;0
LUZ;20060118;5.4;1.0;3.3;5.5;0
LUZ;20060119;4.3;1.1;2.8;2.0;0
LUZ;20060120;2.6;0.4;1.2;0.0;0
LUZ;20060121;4.7;1.2;3.1;0.9;0
LUZ;20060122;3.9;0.7;2.2;0.2;0
LUZ;20060123;0.7;-4.3;-1.9;0.0;0
LUZ;20060124;-3.1;-5.8;-4.8;0.0;0
LUZ;20060125;0.2;-6.3;-2.8;0.0;4
LUZ;20060126;1.3;-2.3;-0.5;1.4;0
LUZ;20060127;-0.6;-4.2;-2.6;0.0;0
LUZ;20060128;2.3;-4.8;-1.3;0.0;0
LUZ;20060129;2.0;-4.2;-1.4;0.0;0
LUZ;20060130;1.5;-5.0;-2.3;0.0;0
LUZ;20060131;1.3;-5.8;-2.5;0.0;0
LUZ;20060201;-0.2;-4.8;-1.9;0.0;0
LUZ;20060202;-1.4;-3.7;-2.4;0.0;0
LUZ;20060203;-2.1;-3.4;-2.7;0.0;0
LUZ;20060204;-3.0;-5.4;-3.9;0.0;0
LUZ;20060205;-2.2;-5.3;-3.5;0.0;0
LUZ;20060206;2.9;-2.7;-0.6;0.0;0
LUZ;20060207;5.6;-0.8;1.9;0.0;0
LUZ;20060208;4.7;0.7;2.7;0.0;1
LUZ;20060209;6.0;-1.1;1.8;1.4;1
LUZ;20060210;3.8;-0.6;1.0;0.0;1
LUZ;20060211;2.1;-2.1;0.0;0.4;0
LUZ;20060212;0.3;-5.0;-2.0;0.0;0
LUZ;20060213;1.7;-5.4;-1.9;0.0;0
LUZ;20060214;7.5;-2.4;2.1;0.0;0
LUZ;20060215;5.3;-0.8;2.7;0.5;0
LUZ;20060216;9.3;2.7;5.2;18.7;0
LUZ;20060217;6.5;1.3;4.4;3.1;0
LUZ;20060218;10.9;2.4;5.6;3.2;0
LUZ;20060219;12.3;-1.8;4.7;2.1;0
LUZ;20060220;7.1;0.8;3.7;2.7;0
LUZ;20060221;9.4;-1.3;3.2;0.0;0
LUZ;20060222;4.2;-0.2;2.8;0.0;0
LUZ;20060223;2.9;1.1;2.1;0.5;0
LUZ;20060224;1.3;-0.1;0.8;0.0;0
LUZ;20060225;2.6;-0.3;1.0;0.0;2
LUZ;20060226;1.2;-2.2;-0.4;4.2;4
LUZ;20060227;-0.3;-5.3;-2.7;0.2;0
LUZ;20060228;1.8;-7.8;-2.0;0.0;1
LUZ;20060301;1.5;-5.2;-0.8;0.6;0
LUZ;20060302;1.8;-6.8;-2.7;1.7;5
LUZ;20060303;11.2;-1.8;5.2;2.4;0
LUZ;20060304;11.6;-1.5;2.3;37.1;18
LUZ;20060305;-0.1;-5.6;-2.3;9.9;4
LUZ;20060306;2.8;-5.0;-0.8;0.8;0
LUZ;20060307;3.4;-5.0;-0.1;0.0;0
LUZ;20060308;2.4;-5.3;-0.3;6.7;0
LUZ;20060309;12.4;1.9;8.6;3.4;0
LUZ;20060310;10.2;1.5;5.3;0.3;0
LUZ;20060311;5.9;-0.4;2.7;3.0;10
LUZ;20060312;-0.3;-7.3;-4.1;5.6;2
LUZ;20060313;-0.9;-7.8;-3.7;0.0;0
LUZ;20060314;2.9;-5.2;-2.0;0.0;0
LUZ;20060315;3.2;-5.6;-1.3;0.0;0
LUZ;20060316;2.2;-0.8;0.6;0.0;0
LUZ;20060317;5.5;-1.7;1.2;0.0;0
LUZ;20060318;4.0;-2.9;-0.2;0.0;0
LUZ;20060319;9.0;-3.4;1.8;0.0;0
LUZ;20060320;13.1;-2.1;5.5;0.0;0
LUZ;20060321;13.8;4.2;8.0;0.3;0
LUZ;20060322;12.7;5.8;8.4;3.7;0
LUZ;20060323;6.8;3.5;5.2;17.1;0
LUZ;20060324;8.3;3.7;5.6;0.6;0
LUZ;20060325;17.0;5.0;11.0;3.8;0
LUZ;20060326;19.7;8.4;12.5;0.8;0
LUZ;20060327;22.3;6.4;14.1;0.1;0
LUZ;20060328;11.8;5.8;7.9;23.9;0
LUZ;20060329;12.1;2.9;7.6;0.1;0
LUZ;20060330;10.6;2.0;7.2;11.4;0
LUZ;20060331;19.0;7.0;13.3;3.8;0
LUZ;20060401;15.5;5.1;10.3;4.3;0
LUZ;20060402;16.4;5.4;10.7;0.3;0
LUZ;20060403;14.5;4.3;9.5;2.3;0
LUZ;20060404;14.5;2.0;8.9;0.0;0
LUZ;20060405;8.9;0.5;2.6;36.9;2
LUZ;20060406;6.8;0.7;3.2;0.1;0
LUZ;20060407;11.1;-1.2;4.6;0.0;0
LUZ;20060408;16.6;0.4;9.1;0.0;0
LUZ;20060409;9.3;4.6;6.6;23.6;0
LUZ;20060410;5.6;1.1;3.6;25.6;0
LUZ;20060411;5.8;-0.3;2.4;14.5;0
LUZ;20060412;7.0;-0.2;3.8;1.7;0
LUZ;20060413;11.2;2.0;6.2;1.2;0
LUZ;20060414;16.3;5.5;9.9;0.0;0
LUZ;20060415;12.2;3.8;8.9;3.4;0
LUZ;20060416;16.9;7.1;11.0;11.6;0
LUZ;20060417;15.7;4.1;10.2;6.9;0
LUZ;20060418;14.2;7.5;10.1;9.8;0
LUZ;20060419;17.0;5.5;11.2;0.0;0
LUZ;20060420;19.1;5.2;12.0;0.0;0
LUZ;20060421;21.6;5.4;13.7;0.0;0
LUZ;20060422;21.3;7.7;13.3;4.6;0
LUZ;20060423;18.4;8.1;12.5;1.6;0
LUZ;20060424;22.2;6.3;14.7;0.0;0
LUZ;20060425;18.1;11.7;14.3;2.9;0
LUZ;20060426;14.8;10.5;12.1;5.8;0
LUZ;20060427;16.2;10.2;12.2;10.5;0
LUZ;20060428;11.1;8.8;10.3;19.4;0
LUZ;20060429;8.8;2.6;6.9;1.9;0
LUZ;20060430;12.3;0.2;6.4;0.0;0
LUZ;20060501;16.1;2.5;10.0;0.0;0
LUZ;20060502;21.4;8.6;14.6;0.0;0
LUZ;20060503;25.0;7.5;16.4;0.0;0
LUZ;20060504;25.2;8.7;17.3;0.0;0
LUZ;20060505;17.8;10.0;13.8;25.0;0
LUZ;20060506;20.3;8.2;13.7;0.4;0
LUZ;20060507;19.3;8.0;13.9;0.0;0
LUZ;20060508;14.8;7.7;12.6;3.1;0
LUZ;20060509;10.1;5.9;8.2;9.5;0
LUZ;20060510;10.9;7.1;9.4;1.4;0
LUZ;20060511;19.9;6.9;12.6;0.0;0
LUZ;20060512;23.3;7.5;15.6;0.0;0
LUZ;20060513;21.6;11.4;14.5;24.3;0
LUZ;20060514;19.6;9.9;14.0;2.5;0
LUZ;20060515;23.6;8.3;16.6;0.0;0
LUZ;20060516;19.5;14.4;16.2;11.0;0
LUZ;20060517;23.5;14.3;18.3;0.6;0
LUZ;20060518;20.7;12.9;16.1;13.6;0
LUZ;20060519;21.3;10.7;15.9;0.0;0
LUZ;20060520;18.7;9.7;14.1;0.9;0
LUZ;20060521;19.1;9.7;13.9;0.9;0
LUZ;20060522;24.1;8.1;15.2;8.8;0
LUZ;20060523;13.9;9.3;11.6;3.7;0
LUZ;20060524;17.5;8.4;12.3;0.8;0
LUZ;20060525;16.7;7.8;13.6;0.0;0
LUZ;20060526;24.1;12.6;18.5;0.0;0
LUZ;20060527;21.5;13.5;18.2;0.1;0
LUZ;20060528;22.8;11.2;16.5;29.4;0
LUZ;20060529;14.6;7.3;10.6;40.4;0
LUZ;20060530;11.0;4.8;6.7;15.8;0
LUZ;20060531;10.2;4.3;6.5;6.7;0
LUZ;20060601;11.7;4.5;7.4;5.8;0
LUZ;20060602;13.6;5.0;8.1;0.5;0
LUZ;20060603;17.4;6.0;11.7;0.0;0
LUZ;20060604;18.0;9.5;12.9;0.3;0
LUZ;20060605;18.1;8.2;13.3;1.3;0
LUZ;20060606;17.8;8.8;13.1;0.7;0
LUZ;20060607;19.9;5.9;13.5;0.0;0
LUZ;20060608;22.0;7.4;15.2;0.0;0
LUZ;20060609;23.0;8.2;16.2;0.0;0
LUZ;20060610;25.0;9.6;17.8;0.0;0
LUZ;20060611;26.7;11.0;19.2;0.0;0
LUZ;20060612;27.8;12.2;20.3;0.0;0
LUZ;20060613;29.2;13.8;21.8;0.0;0
LUZ;20060614;30.1;15.0;22.6;0.0;0
LUZ;20060615;30.8;15.8;23.4;0.0;0
LUZ;20060616;26.6;16.5;21.1;4.9;0
LUZ;20060617;27.5;16.1;19.9;34.8;0
LUZ;20060618;29.5;14.4;20.8;0.0;0
LUZ;20060619;27.9;14.9;20.5;0.1;0
LUZ;20060620;28.8;15.9;22.6;0.5;0
LUZ;20060621;28.3;17.2;21.5;3.6;0
LUZ;20060622;20.2;15.4;18.3;0.3;0
LUZ;20060623;24.6;16.0;19.6;0.0;0
LUZ;20060624;29.4;14.7;20.9;4.9;0
LUZ;20060625;29.9;16.4;22.3;3.8;0
LUZ;20060626;25.5;16.8;20.6;0.5;0
LUZ;20060627;28.2;17.0;21.4;3.9;0
LUZ;20060628;26.0;16.9;20.5;3.1;0
LUZ;20060629;23.1;15.5;18.9;6.7;0
LUZ;20060630;27.5;14.0;20.6;0.0;0
LUZ;20060701;27.1;14.0;21.1;0.0;0
LUZ;20060702;27.9;15.3;21.5;0.0;0
LUZ;20060703;29.4;15.0;22.6;0.0;0
LUZ;20060704;31.5;18.6;24.5;0.0;0
LUZ;20060705;31.3;15.7;22.7;13.6;0
LUZ;20060706;21.1;14.5;17.8;1.1;0
LUZ;20060707;19.9;16.0;17.6;12.7;0
LUZ;20060708;25.0;16.5;19.9;0.0;0
LUZ;20060709;27.2;14.4;20.9;0.0;0
LUZ;20060710;28.9;17.1;22.9;0.0;0
LUZ;20060711;31.7;17.0;24.5;0.0;0
LUZ;20060712;32.2;18.8;25.0;0.0;0
LUZ;20060713;30.1;18.3;22.8;1.2;0
LUZ;20060714;31.0;16.9;23.2;0.0;0
LUZ;20060715;26.6;19.5;22.5;0.0;0
LUZ;20060716;29.2;16.0;22.3;0.0;0
LUZ;20060717;29.5;15.6;22.4;0.0;0
LUZ;20060718;31.1;16.0;23.4;0.0;0
LUZ;20060719;32.7;16.6;24.8;0.0;0
LUZ;20060720;32.0;18.6;24.9;0.0;0
LUZ;20060721;33.5;17.7;26.0;0.0;0
LUZ;20060722;31.5;19.0;23.4;0.2;0
LUZ;20060723;30.6;17.4;24.5;0.1;0
LUZ;20060724;32.5;18.2;25.2;0.0;0
LUZ;20060725;33.9;18.3;25.9;0.0;0
LUZ;20060726;29.8;19.7;24.2;0.0;0
LUZ;20060727;32.9;17.3;24.3;0.9;0
LUZ;20060728;27.1;17.3;21.1;10.2;0
LUZ;20060729;27.3;17.4;21.4;1.9;0
LUZ;20060730;30.3;16.6;23.2;5.5;0
LUZ;20060731;28.6;17.8;21.4;10.1;0
LUZ;20060801;23.3;16.1;18.6;10.3;0
LUZ;20060802;22.7;15.2;18.8;0.0;0
LUZ;20060803;17.1;12.0;13.9;14.8;0
LUZ;20060804;20.1;12.0;15.0;15.3;0
LUZ;20060805;16.1;13.0;14.4;15.6;0
LUZ;20060806;16.9;12.5;14.5;7.9;0
LUZ;20060807;21.5;13.6;16.3;1.4;0
LUZ;20060808;24.9;12.4;18.2;10.3;0
LUZ;20060809;21.3;13.4;16.7;0.2;0
LUZ;20060810;19.0;12.6;14.8;2.9;0
LUZ;20060811;15.2;11.1;13.2;12.2;0
LUZ;20060812;16.5;10.0;12.3;12.4;0
LUZ;20060813;14.1;10.0;11.8;6.6;0
LUZ;20060814;17.0;9.0;12.7;0.1;0
LUZ;20060815;22.8;8.3;15.9;0.0;0
LUZ;20060816;22.8;13.4;17.1;3.1;0
LUZ;20060817;25.5;13.3;19.3;0.0;0
LUZ;20060818;24.3;14.8;19.1;1.7;0
LUZ;20060819;26.2;12.7;18.4;16.1;0
LUZ;20060820;20.7;14.3;16.6;23.6;0
LUZ;20060821;22.0;12.3;17.1;0.0;0
LUZ;20060822;19.5;13.6;16.6;0.0;0
LUZ;20060823;22.9;13.1;17.6;0.0;0
LUZ;20060824;19.6;11.7;15.1;4.1;0
LUZ;20060825;19.8;9.0;14.7;0.0;0
LUZ;20060826;21.8;8.9;14.5;9.2;0
LUZ;20060827;15.7;12.5;13.8;15.7;0
LUZ;20060828;16.6;12.0;13.9;14.1;0
LUZ;20060829;16.3;9.3;11.8;27.1;0
LUZ;20060830;16.6;8.7;11.9;1.9;0
LUZ;20060831;20.3;7.1;13.2;0.0;0
LUZ;20060901;22.9;8.2;15.2;0.0;0
LUZ;20060902;23.4;11.7;17.4;0.0;0
LUZ;20060903;24.9;16.0;19.2;0.0;0
LUZ;20060904;27.7;17.9;21.9;0.0;0
LUZ;20060905;27.1;17.0;21.7;0.0;0
LUZ;20060906;23.5;14.8;19.1;0.0;0
LUZ;20060907;27.5;14.2;21.0;1.4;0
LUZ;20060908;19.1;13.8;16.3;0.3;0
LUZ;20060909;21.4;12.6;15.8;0.0;0
LUZ;20060910;24.1;12.4;18.1;0.3;0
LUZ;20060911;24.0;14.4;18.7;0.0;0
LUZ;20060912;25.7;13.8;18.7;0.0;0
LUZ;20060913;26.6;12.2;18.3;0.0;0
LUZ;20060914;23.6;13.3;18.4;0.0;0
LUZ;20060915;21.3;15.6;17.8;0.5;0
LUZ;20060916;21.8;13.8;17.2;0.0;0
LUZ;20060917;17.1;14.4;15.6;35.9;0
LUZ;20060918;15.4;12.2;14.3;58.2;0
LUZ;20060919;19.9;11.9;14.8;1.3;0
LUZ;20060920;22.2;10.4;15.9;0.0;0
LUZ;20060921;23.8;11.1;16.3;0.0;0
LUZ;20060922;24.3;11.2;17.1;0.0;0
LUZ;20060923;23.1;12.9;17.4;0.0;0
LUZ;20060924;25.3;14.1;18.9;0.0;0
LUZ;20060925;17.7;12.8;15.1;8.0;0
LUZ;20060926;16.9;12.3;14.3;8.2;0
LUZ;20060927;17.3;11.1;14.5;0.1;0
LUZ;20060928;17.2;10.9;14.1;0.0;0
LUZ;20060929;21.9;10.8;15.4;0.0;0
LUZ;20060930;22.2;13.3;17.1;3.4;0
LUZ;20061001;17.3;14.5;15.8;18.0;0
LUZ;20061002;21.8;14.6;17.4;0.1;0
LUZ;20061003;20.9;10.9;15.9;6.2;0
LUZ;20061004;15.6;8.4;11.5;0.5;0
LUZ;20061005;14.3;6.6;10.3;3.5;0
LUZ;20061006;16.7;5.7;10.7;0.0;0
LUZ;20061007;16.1;7.4;12.0;7.0;0
LUZ;20061008;16.1;6.0;9.8;0.0;0
LUZ;20061009;19.1;5.4;11.5;0.0;0
LUZ;20061010;19.2;7.2;12.2;0.0;0
LUZ;20061011;17.7;7.1;12.2;0.0;0
LUZ;20061012;19.6;8.6;13.6;0.0;0
LUZ;20061013;15.6;10.2;13.4;0.0;0
LUZ;20061014;15.8;11.7;14.1;0.0;0
LUZ;20061015;16.5;10.6;12.9;3.3;0
LUZ;20061016;12.7;10.5;11.4;0.0;0
LUZ;20061017;16.3;6.8;10.8;0.0;0
LUZ;20061018;15.4;6.0;10.4;0.0;0
LUZ;20061019;18.7;8.3;12.4;0.0;0
LUZ;20061020;19.1;8.7;13.2;0.0;0
LUZ;20061021;18.6;11.2;14.0;0.0;0
LUZ;20061022;19.5;8.5;13.4;0.0;0
LUZ;20061023;16.6;11.8;14.3;0.2;0
LUZ;20061024;20.4;8.3;15.1;4.2;0
LUZ;20061025;17.3;6.7;11.0;0.0;0
LUZ;20061026;20.1;7.1;12.6;0.0;0
LUZ;20061027;20.1;8.2;14.1;0.0;0
LUZ;20061028;20.4;11.5;15.2;0.0;0
LUZ;20061029;14.2;12.5;13.5;5.0;0
LUZ;20061030;15.7;7.2;11.6;0.0;0
LUZ;20061031;16.6;5.2;10.8;0.0;0
LUZ;20061101;17.0;2.5;8.3;5.2;0
LUZ;20061102;7.4;-0.6;3.0;0.0;0
LUZ;20061103;6.9;-1.7;2.3;0.0;0
LUZ;20061104;8.3;-1.9;2.3;0.0;0
LUZ;20061105;9.9;-1.5;3.4;0.0;0
LUZ;20061106;10.4;-0.4;4.2;0.0;0
LUZ;20061107;11.9;-0.4;4.8;0.0;0
LUZ;20061108;14.1;0.5;7.4;0.0;0
LUZ;20061109;10.7;5.1;8.6;3.9;0
LUZ;20061110;9.7;1.6;6.6;0.0;0
LUZ;20061111;12.7;-0.1;6.0;0.5;0
LUZ;20061112;13.1;7.4;9.8;3.1;0
LUZ;20061113;11.1;4.6;8.2;0.3;0
LUZ;20061114;12.9;6.6;9.2;3.9;0
LUZ;20061115;12.3;4.8;7.7;0.1;0
LUZ;20061116;11.8;3.3;7.2;0.1;0
LUZ;20061117;14.0;7.7;10.7;0.0;0
LUZ;20061118;12.9;4.8;9.8;0.0;0
LUZ;20061119;11.0;2.6;7.1;8.0;0
LUZ;20061120;9.6;2.7;5.8;0.0;0
LUZ;20061121;9.1;2.9;6.3;4.8;0
LUZ;20061122;8.4;0.1;4.6;0.9;0
LUZ;20061123;8.9;1.8;5.3;0.0;0
LUZ;20061124;13.6;3.5;7.5;0.2;0
LUZ;20061125;14.4;5.5;9.3;0.0;0
LUZ;20061126;14.6;3.9;8.1;0.0;0
LUZ;20061127;11.7;2.5;5.7;0.0;0
LUZ;20061128;5.3;2.5;4.1;0.0;0
LUZ;20061129;8.6;3.5;6.6;7.4;0
LUZ;20061130;10.0;5.5;7.9;0.0;0
LUZ;20061201;7.1;3.8;6.0;0.0;0
LUZ;20061202;5.5;2.0;3.8;0.0;0
LUZ;20061203;10.3;3.8;6.1;0.0;0
LUZ;20061204;14.9;5.9;9.9;3.6;0
LUZ;20061205;13.7;6.7;9.7;0.1;0
LUZ;20061206;10.0;5.2;6.5;16.0;0
LUZ;20061207;7.6;1.0;4.8;0.0;0
LUZ;20061208;11.2;1.2;6.0;16.5;0
LUZ;20061209;3.8;1.2;2.9;20.3;0
LUZ;20061210;5.8;-1.8;2.9;0.5;0
LUZ;20061211;4.5;-3.4;0.7;0.0;0
LUZ;20061212;6.6;-0.2;3.4;0.0;0
LUZ;20061213;5.9;-2.0;0.9;0.1;0
LUZ;20061214;6.1;-3.0;0.5;0.2;0
LUZ;20061215;3.9;-2.0;0.2;0.0;0
LUZ;20061216;6.7;-3.4;1.8;0.0;0
LUZ;20061217;6.6;2.2;4.7;5.0;0
LUZ;20061218;3.4;1.1;2.1;0.2;0
LUZ;20061219;2.5;0.9;1.8;0.0;0
LUZ;20061220;1.1;-2.6;-0.2;0.0;0
LUZ;20061221;1.3;-2.4;-0.8;0.0;0
LUZ;20061222;1.1;-4.1;-0.5;0.0;0
LUZ;20061223;0.2;-0.7;-0.2;0.0;0
LUZ;20061224;-0.2;-1.5;-0.9;0.0;0
LUZ;20061225;-0.5;-1.4;-0.9;0.0;0
LUZ;20061226;0.2;-1.1;-0.4;0.0;0
LUZ;20061227;-0.2;-2.8;-1.6;0.0;0
LUZ;20061228;1.3;-4.1;-2.0;0.0;0
LUZ;20061229;0.9;-4.9;-2.3;0.0;0
LUZ;20061230;2.9;-4.2;-0.5;0.2;0
LUZ;20061231;10.4;0.9;4.6;0.0;0
LUZ;20070101;10.3;2.6;6.4;14.7;0
LUZ;20070102;6.1;2.5;4.1;6.6;0
LUZ;20070103;6.8;2.5;4.2;0.0;0
LUZ;20070104;9.1;1.5;5.1;0.8;0
LUZ;20070105;8.5;2.9;6.3;0.0;0
LUZ;20070106;8.6;0.0;4.5;0.2;0
LUZ;20070107;8.6;4.6;6.4;2.6;0
LUZ;20070108;9.2;3.3;5.6;0.1;0
LUZ;20070109;9.8;4.3;7.3;4.4;0
LUZ;20070110;9.6;3.9;6.2;0.1;0
LUZ;20070111;13.9;6.6;10.9;0.0;0
LUZ;20070112;12.4;2.5;8.8;0.4;0
LUZ;20070113;10.3;0.1;3.9;0.0;0
LUZ;20070114;9.7;0.7;5.1;0.0;0
LUZ;20070115;4.9;0.0;3.0;0.0;0
LUZ;20070116;5.2;1.5;3.2;0.0;0
LUZ;20070117;9.7;2.4;5.5;0.0;0
LUZ;20070118;16.5;3.7;11.0;2.5;0
LUZ;20070119;16.6;7.5;14.3;0.0;0
LUZ;20070120;14.6;4.0;9.4;0.0;0
LUZ;20070121;11.7;1.2;6.8;2.8;0
LUZ;20070122;5.8;1.6;3.9;0.0;0
LUZ;20070123;3.9;-1.6;1.6;0.6;5
LUZ;20070124;-2.0;-5.9;-3.9;7.7;8
LUZ;20070125;-3.6;-6.9;-4.8;0.0;1
LUZ;20070126;-3.3;-9.0;-5.1;0.6;0
LUZ;20070127;-0.1;-5.8;-2.7;0.2;0
LUZ;20070128;3.3;-6.6;-0.9;0.0;0
LUZ;20070129;4.4;-2.9;0.2;0.0;0
LUZ;20070130;3.9;-4.8;-1.2;0.0;0
LUZ;20070131;0.5;-4.4;-1.3;0.0;0
LUZ;20070201;4.4;-1.0;1.5;0.0;0
LUZ;20070202;3.3;-0.8;1.9;0.0;0
LUZ;20070203;6.1;-2.0;2.1;0.0;0
LUZ;20070204;6.2;-2.9;0.7;0.0;0
LUZ;20070205;9.4;-3.5;2.4;0.0;0
LUZ;20070206;4.6;0.3;2.0;11.9;0
LUZ;20070207;6.1;-0.3;2.6;0.0;0
LUZ;20070208;5.4;-0.5;3.3;9.3;0
LUZ;20070209;10.2;-1.3;3.6;0.0;0
LUZ;20070210;6.5;-2.0;2.5;1.5;0
LUZ;20070211;11.7;-0.4;5.7;1.7;0
LUZ;20070212;9.3;4.7;6.8;8.4;0
LUZ;20070213;10.3;0.3;6.5;0.0;0
LUZ;20070214;5.7;-1.9;2.7;2.5;0
LUZ;20070215;10.4;-0.1;5.6;6.8;0
LUZ;20070216;8.8;-2.1;2.5;0.0;0
LUZ;20070217;8.0;-2.2;2.3;0.0;0
LUZ;20070218;9.4;-1.7;3.0;0.0;0
LUZ;20070219;12.3;1.1;5.8;0.0;0
LUZ;20070220;12.1;-1.4;4.5;0.0;0
LUZ;20070221;13.6;-1.1;5.5;0.0;0
LUZ;20070222;13.6;1.6;7.0;0.0;0
LUZ;20070223;13.6;1.8;7.3;0.0;0
LUZ;20070224;12.3;0.2;6.1;0.4;0
LUZ;20070225;9.4;2.3;5.4;6.8;0
LUZ;20070226;8.4;4.0;6.4;0.7;0
LUZ;20070227;10.3;4.3;6.4;2.8;0
LUZ;20070228;14.4;4.5;9.5;2.9;0
LUZ;20070301;12.5;4.4;8.4;6.4;0
LUZ;20070302;10.6;3.0;6.6;19.4;0
LUZ;20070303;14.3;6.1;8.9;8.3;0
LUZ;20070304;14.2;1.5;7.5;0.0;0
LUZ;20070305;11.9;2.7;6.9;0.1;0
LUZ;20070306;12.5;0.3;5.9;0.0;0
LUZ;20070307;10.3;6.1;7.7;5.6;0
LUZ;20070308;8.7;5.6;7.1;0.3;0
LUZ;20070309;10.3;0.8;6.4;1.1;0
LUZ;20070310;7.9;-0.1;4.2;10.0;0
LUZ;20070311;10.6;-2.0;3.6;0.0;0
LUZ;20070312;13.0;-1.3;5.2;0.0;0
LUZ;20070313;16.2;0.2;7.4;0.0;0
LUZ;20070314;15.8;1.1;8.2;0.0;0
LUZ;20070315;14.4;2.0;7.8;0.0;0
LUZ;20070316;15.8;2.5;8.8;0.0;0
LUZ;20070317;13.3;3.2;7.8;0.0;0
LUZ;20070318;18.1;1.0;7.9;10.9;1
LUZ;20070319;8.4;0.2;2.5;11.1;2
LUZ;20070320;2.2;-1.0;0.3;10.0;6
LUZ;20070321;4.5;-1.9;1.2;3.9;3
LUZ;20070322;6.2;-1.2;2.2;0.1;0
LUZ;20070323;4.2;0.7;2.2;1.0;0
LUZ;20070324;4.6;0.5;2.5;1.3;0
LUZ;20070325;6.6;0.3;3.7;0.0;0
LUZ;20070326;13.1;-2.3;5.5;0.0;0
LUZ;20070327;14.3;1.0;7.5;0.0;0
LUZ;20070328;14.8;1.2;7.4;2.2;0
LUZ;20070329;13.8;1.9;8.0;0.0;0
LUZ;20070330;14.0;2.2;7.6;1.9;0
LUZ;20070331;8.8;2.6;5.4;0.0;-
LUZ;20070401;14.5;1.2;7.7;0.0;-
LUZ;20070402;17.4;1.5;9.7;0.0;-
LUZ;20070403;14.5;3.7;8.7;8.8;-
LUZ;20070404;8.0;2.4;5.8;6.3;-
LUZ;20070405;11.2;3.8;7.1;0.0;-
LUZ;20070406;17.3;1.3;8.8;0.0;-
LUZ;20070407;19.1;3.5;11.9;0.0;-
LUZ;20070408;14.7;6.1;10.6;0.0;-
LUZ;20070409;19.3;3.6;11.3;0.0;-
LUZ;20070410;20.4;4.5;12.8;0.0;-
LUZ;20070411;20.6;5.2;13.0;0.0;-
LUZ;20070412;22.9;5.8;14.3;0.0;-
LUZ;20070413;24.5;7.8;16.2;0.0;-
LUZ;20070414;25.2;7.7;16.8;0.0;-
LUZ;20070415;25.4;7.6;16.9;0.0;-
LUZ;20070416;23.3;9.1;16.2;0.0;-
LUZ;20070417;23.7;8.3;15.9;0.0;-
LUZ;20070418;16.6;9.2;13.3;0.0;-
LUZ;20070419;19.8;5.1;12.4;0.0;-
LUZ;20070420;21.4;6.5;14.0;0.0;-
LUZ;20070421;22.8;7.3;14.5;0.0;-
LUZ;20070422;24.6;7.1;16.0;0.0;-
LUZ;20070423;24.7;9.0;17.1;0.0;-
LUZ;20070424;25.4;10.5;18.0;0.0;-
LUZ;20070425;26.4;9.9;18.1;0.0;-
LUZ;20070426;25.5;10.6;17.9;0.0;-
LUZ;20070427;23.2;10.8;16.9;0.0;-
LUZ;20070428;23.2;10.9;17.3;0.0;-
LUZ;20070429;24.8;11.3;16.7;3.0;-
LUZ;20070430;21.0;11.0;14.9;0.0;-
LUZ;20070501;20.3;8.6;14.5;0.0;-
LUZ;20070502;16.8;7.5;12.8;0.0;-
LUZ;20070503;20.0;7.8;14.0;0.0;-
LUZ;20070504;16.0;7.3;11.8;5.9;-
LUZ;20070505;12.5;9.2;10.7;57.8;-
LUZ;20070506;16.7;9.4;11.9;7.2;-
LUZ;20070507;17.1;7.3;13.4;0.1;-
LUZ;20070508;20.9;13.8;17.1;2.3;-
LUZ;20070509;22.0;12.1;17.4;0.0;-
LUZ;20070510;25.2;7.4;16.9;0.0;-
LUZ;20070511;22.3;10.9;16.8;0.0;-
