 

stn;time;tre200dx;tre200dn;tre200d0;rka150d0;hns000d0
LUZ;19861220;3.8;0.3;2.3;1.1;1
LUZ;19861221;2.0;-5.1;0.2;10.1;17
LUZ;19861222;0.7;-5.4;-1.5;0.6;0
LUZ;19861223;-0.8;-6.7;-2.9;0.4;1
LUZ;19861224;-2.6;-10.1;-4.9;1.3;3
LUZ;19861225;-4.5;-11.4;-7.5;2.3;7
LUZ;19861226;4.5;-5.0;-0.7;7.3;0
LUZ;19861227;3.0;0.3;1.6;0.6;0
LUZ;19861228;5.9;1.0;3.7;0.0;0
LUZ;19861229;9.3;1.3;5.1;0.7;0
LUZ;19861230;8.5;1.6;5.1;0.0;0
LUZ;19861231;11.0;3.5;8.2;0.4;0
LUZ;19870101;12.5;4.5;7.1;3.4;0
LUZ;19870102;12.5;0.5;4.8;13.7;0
LUZ;19870103;3.8;-2.0;1.2;5.4;0
LUZ;19870104;1.6;-3.9;-1.2;0.0;6
LUZ;19870105;8.0;-1.3;2.5;7.7;0
LUZ;19870106;6.7;-0.7;3.2;7.5;1
LUZ;19870107;0.5;-4.4;-1.9;1.9;6
LUZ;19870108;-4.0;-10.3;-6.2;0.0;0
LUZ;19870109;-2.4;-12.0;-5.9;0.0;0
LUZ;19870110;-0.1;-2.9;-1.4;4.3;10
LUZ;19870111;-2.0;-15.8;-9.6;4.1;17
LUZ;19870112;-15.3;-20.0;-16.7;0.0;0
LUZ;19870113;-11.8;-16.2;-13.8;1.1;0
LUZ;19870114;-8.5;-12.2;-10.1;0.0;0
LUZ;19870115;-7.0;-9.5;-8.4;0.0;0
LUZ;19870116;-5.6;-8.4;-6.7;0.0;0
LUZ;19870117;-5.4;-6.2;-5.9;0.0;0
LUZ;19870118;-4.1;-6.0;-4.9;0.0;0
LUZ;19870119;-3.4;-4.8;-4.0;0.0;0
LUZ;19870120;-2.5;-4.2;-3.2;0.0;0
LUZ;19870121;-2.7;-3.9;-3.3;0.0;0
LUZ;19870122;-3.0;-4.8;-4.0;0.0;0
LUZ;19870123;-2.7;-4.7;-3.7;0.0;0
LUZ;19870124;1.3;-2.9;-0.4;0.4;0
LUZ;19870125;1.6;-5.6;0.0;0.0;0
LUZ;19870126;2.7;-5.4;-0.6;0.0;0
LUZ;19870127;1.0;-0.4;0.3;5.5;4
LUZ;19870128;0.9;-0.8;0.3;17.4;19
LUZ;19870129;-0.6;-5.1;-2.1;0.0;0
LUZ;19870130;-5.1;-8.0;-6.8;0.0;0
LUZ;19870131;-5.3;-9.0;-7.1;0.0;0
LUZ;19870201;-4.6;-7.9;-6.2;0.0;0
LUZ;19870202;-3.9;-7.3;-5.6;0.0;0
LUZ;19870203;1.2;-5.7;-2.1;0.1;0
LUZ;19870204;1.8;-3.8;-0.5;0.0;0
LUZ;19870205;1.3;-0.6;0.4;0.0;0
LUZ;19870206;1.2;-0.4;0.3;0.0;0
LUZ;19870207;3.8;0.6;2.0;6.3;0
LUZ;19870208;4.8;1.2;2.7;0.0;0
LUZ;19870209;9.2;0.5;4.0;0.0;0
LUZ;19870210;8.9;1.1;3.9;4.0;0
LUZ;19870211;3.9;1.3;2.8;0.0;0
LUZ;19870212;4.1;2.2;3.1;0.1;0
LUZ;19870213;4.4;1.4;3.3;2.7;0
LUZ;19870214;5.3;-0.9;2.7;0.0;0
LUZ;19870215;5.4;1.0;3.7;1.2;2
LUZ;19870216;1.7;-0.6;0.4;5.7;4
LUZ;19870217;0.2;-1.3;-0.7;7.8;5
LUZ;19870218;-0.2;-2.3;-1.2;1.5;3
LUZ;19870219;-1.1;-2.4;-2.0;0.5;1
LUZ;19870220;0.3;-1.7;-0.7;0.1;1
LUZ;19870221;1.3;-1.1;0.0;1.8;0
LUZ;19870222;1.1;-1.2;0.0;0.0;0
LUZ;19870223;2.6;-0.6;0.8;0.0;0
LUZ;19870224;-0.2;-2.4;-1.3;0.0;0
LUZ;19870225;3.8;-2.9;0.0;0.0;0
LUZ;19870226;3.6;-0.2;2.2;3.6;0
LUZ;19870227;7.2;1.7;4.2;11.3;0
LUZ;19870228;7.4;5.1;6.1;30.8;0
LUZ;19870301;10.9;4.9;7.5;4.5;0
LUZ;19870302;13.3;2.6;7.9;8.3;0
LUZ;19870303;3.9;-6.1;-0.5;10.3;13
LUZ;19870304;-2.6;-7.8;-5.1;3.7;19
LUZ;19870305;-0.8;-5.0;-2.5;5.7;0
LUZ;19870306;-1.2;-7.6;-5.0;0.0;0
LUZ;19870307;-1.0;-10.2;-5.5;0.0;0
LUZ;19870308;0.7;-9.1;-4.0;0.0;0
LUZ;19870309;-2.7;-5.7;-3.8;0.0;0
LUZ;19870310;-0.9;-5.8;-3.3;0.0;0
LUZ;19870311;-0.4;-6.3;-2.8;0.0;0
LUZ;19870312;0.6;-6.1;-2.8;0.0;0
LUZ;19870313;3.7;-5.6;-0.4;2.4;4
LUZ;19870314;0.7;-3.4;-0.6;2.4;0
LUZ;19870315;3.6;-6.7;-0.6;0.0;4
LUZ;19870316;3.9;-1.7;0.7;3.1;3
LUZ;19870317;3.1;-2.7;0.9;0.0;0
LUZ;19870318;10.1;0.6;4.9;4.6;0
LUZ;19870319;9.6;0.4;3.5;3.4;1
LUZ;19870320;4.2;-1.2;0.8;0.4;0
LUZ;19870321;7.6;-4.4;1.8;0.0;0
LUZ;19870322;6.5;-1.3;2.7;0.2;0
LUZ;19870323;9.9;-2.7;4.6;0.0;0
LUZ;19870324;14.0;3.6;8.5;0.0;0
LUZ;19870325;12.6;1.8;7.9;1.2;0
LUZ;19870326;9.3;5.8;7.5;4.6;0
LUZ;19870327;11.7;2.6;7.4;0.6;0
LUZ;19870328;10.4;1.5;6.6;13.3;0
LUZ;19870329;7.0;0.9;2.7;6.7;0
LUZ;19870330;3.3;-2.0;0.7;2.4;1
LUZ;19870331;6.6;-3.4;1.0;0.0;0
LUZ;19870401;5.1;-2.4;1.1;0.0;0
LUZ;19870402;9.7;-2.0;3.4;0.0;0
LUZ;19870403;16.2;0.0;8.7;0.0;0
LUZ;19870404;18.0;3.6;8.3;13.3;0
LUZ;19870405;13.7;0.6;6.2;4.1;0
LUZ;19870406;15.9;0.2;7.8;0.1;0
LUZ;19870407;18.7;2.9;10.8;1.5;0
LUZ;19870408;11.6;8.3;9.5;11.7;0
LUZ;19870409;12.1;7.6;9.1;14.7;0
LUZ;19870410;7.6;4.7;5.9;27.4;0
LUZ;19870411;13.5;1.9;7.9;0.0;0
LUZ;19870412;9.3;2.5;4.9;11.9;0
LUZ;19870413;7.3;1.9;4.0;0.9;0
LUZ;19870414;10.8;2.1;5.5;0.0;0
LUZ;19870415;14.5;0.2;7.3;0.0;0
LUZ;19870416;17.2;1.5;9.2;0.0;0
LUZ;19870417;19.4;2.7;11.3;0.0;0
LUZ;19870418;22.6;4.7;13.9;0.0;0
LUZ;19870419;19.0;8.6;13.4;1.6;0
LUZ;19870420;13.1;8.0;10.7;18.3;0
LUZ;19870421;9.2;3.4;7.1;1.5;0
LUZ;19870422;15.7;0.4;8.2;0.0;0
LUZ;19870423;18.8;2.1;10.8;0.0;0
LUZ;19870424;22.0;5.4;13.7;0.0;0
LUZ;19870425;20.7;6.4;14.0;0.5;0
LUZ;19870426;19.7;9.8;14.5;0.2;0
LUZ;19870427;18.5;9.6;13.4;1.2;0
LUZ;19870428;21.9;5.2;13.6;0.0;0
LUZ;19870429;24.2;7.0;16.2;0.0;0
LUZ;19870430;20.6;9.6;15.5;0.0;0
LUZ;19870501;23.0;8.6;16.0;0.0;0
LUZ;19870502;22.7;8.8;15.0;2.0;0
LUZ;19870503;13.1;2.9;7.2;21.5;0
LUZ;19870504;6.4;1.8;3.5;15.0;0
LUZ;19870505;7.4;3.0;5.0;6.3;0
LUZ;19870506;7.6;5.1;6.2;8.8;0
LUZ;19870507;12.2;4.6;8.3;0.0;0
LUZ;19870508;18.0;1.9;10.1;0.0;0
LUZ;19870509;21.6;3.9;12.8;0.0;0
LUZ;19870510;22.9;6.1;13.1;8.2;0
LUZ;19870511;16.2;9.2;12.2;2.2;0
LUZ;19870512;16.8;8.6;11.8;1.2;0
LUZ;19870513;9.7;4.1;6.4;19.3;0
LUZ;19870514;13.6;2.9;8.5;0.2;0
LUZ;19870515;12.7;6.2;9.4;15.0;0
LUZ;19870516;11.0;2.9;7.0;6.7;0
LUZ;19870517;14.9;2.0;9.0;0.0;0
LUZ;19870518;12.7;7.9;10.6;0.0;0
LUZ;19870519;12.7;8.6;9.7;5.0;0
LUZ;19870520;11.7;4.9;8.6;12.1;0
LUZ;19870521;8.7;4.4;6.1;5.7;0
LUZ;19870522;12.2;4.3;7.1;0.7;0
LUZ;19870523;17.2;2.7;9.7;0.0;0
LUZ;19870524;18.9;4.7;11.6;0.0;0
LUZ;19870525;19.4;8.9;14.0;0.0;0
LUZ;19870526;22.2;6.6;15.6;1.2;0
LUZ;19870527;16.8;10.6;13.4;12.1;0
LUZ;19870528;15.2;10.4;12.4;2.2;0
LUZ;19870529;14.7;8.9;11.0;6.4;0
LUZ;19870530;17.8;8.2;12.8;0.1;0
LUZ;19870531;19.7;7.7;12.2;10.4;0
LUZ;19870601;16.9;8.6;12.7;0.1;0
LUZ;19870602;21.2;7.0;14.3;0.0;0
LUZ;19870603;17.9;11.7;14.5;7.0;0
LUZ;19870604;13.7;9.8;12.0;17.8;0
LUZ;19870605;18.9;9.4;13.5;2.0;0
LUZ;19870606;20.8;8.8;15.4;0.5;0
LUZ;19870607;15.9;13.2;14.8;12.1;0
LUZ;19870608;14.6;9.4;11.3;22.6;0
LUZ;19870609;13.6;8.6;10.5;2.4;0
LUZ;19870610;18.5;8.5;13.2;0.0;0
LUZ;19870611;22.0;9.7;16.1;0.0;0
LUZ;19870612;24.0;10.5;17.2;2.0;0
LUZ;19870613;24.7;12.4;17.7;12.0;0
LUZ;19870614;18.2;13.9;15.7;5.5;0
LUZ;19870615;14.8;9.6;12.3;40.5;0
LUZ;19870616;14.3;8.0;10.6;5.0;0
LUZ;19870617;14.0;6.7;9.7;15.8;0
LUZ;19870618;14.7;7.9;10.2;16.4;0
LUZ;19870619;14.1;6.0;10.5;4.8;0
LUZ;19870620;15.0;9.1;11.8;6.2;0
LUZ;19870621;13.0;10.4;11.4;3.2;0
LUZ;19870622;18.1;9.1;13.2;0.0;0
LUZ;19870623;19.9;8.6;14.9;0.4;0
LUZ;19870624;20.9;13.4;15.9;14.6;0
LUZ;19870625;23.5;13.6;17.5;3.6;0
LUZ;19870626;15.1;12.6;13.9;10.3;0
LUZ;19870627;22.8;12.4;17.2;0.0;0
LUZ;19870628;27.4;11.7;19.9;0.0;0
LUZ;19870629;28.8;14.2;22.2;0.0;0
LUZ;19870630;30.8;17.4;24.4;0.0;0
LUZ;19870701;28.5;17.7;21.3;10.2;0
LUZ;19870702;25.9;15.8;20.8;1.2;0
LUZ;19870703;27.2;15.9;20.9;0.0;0
LUZ;19870704;28.0;16.6;22.2;0.0;0
LUZ;19870705;24.4;17.5;20.7;0.0;0
LUZ;19870706;27.6;15.3;21.6;16.4;0
LUZ;19870707;25.7;18.1;20.5;19.0;0
LUZ;19870708;21.2;16.0;18.1;7.3;0
LUZ;19870709;22.1;15.9;18.5;0.2;0
LUZ;19870710;24.5;13.6;19.0;0.0;0
LUZ;19870711;27.6;13.1;20.8;0.0;0
LUZ;19870712;28.2;15.4;21.7;3.3;0
LUZ;19870713;28.0;16.5;22.1;0.0;0
LUZ;19870714;29.6;16.3;21.9;0.8;0
LUZ;19870715;28.2;17.1;21.0;5.5;0
LUZ;19870716;26.8;16.7;20.5;0.2;0
LUZ;19870717;23.4;14.4;18.5;1.8;0
LUZ;19870718;16.9;12.5;14.2;8.8;0
LUZ;19870719;18.0;10.5;14.2;1.4;0
LUZ;19870720;21.3;11.6;16.3;0.2;0
LUZ;19870721;19.3;11.8;15.8;0.2;0
LUZ;19870722;22.2;13.4;16.5;6.9;0
LUZ;19870723;22.3;13.8;17.7;2.3;0
LUZ;19870724;23.5;15.6;18.4;10.9;0
LUZ;19870725;22.1;14.4;17.6;6.5;0
LUZ;19870726;14.6;8.2;12.4;11.9;0
LUZ;19870727;19.4;6.8;13.6;20.9;0
LUZ;19870728;21.1;12.9;16.4;0.5;0
LUZ;19870729;24.6;14.4;19.0;0.0;0
LUZ;19870730;18.7;14.2;16.1;14.6;0
LUZ;19870731;21.1;13.7;16.7;0.1;0
LUZ;19870801;23.9;14.1;18.0;2.3;0
LUZ;19870802;19.3;15.7;17.3;0.7;0
LUZ;19870803;25.3;15.4;19.7;0.0;0
LUZ;19870804;23.4;13.1;16.0;2.0;0
LUZ;19870805;15.0;10.9;12.5;6.7;0
LUZ;19870806;16.7;10.1;13.1;0.2;0
LUZ;19870807;13.1;9.1;11.6;1.2;0
LUZ;19870808;22.6;9.6;15.5;0.0;0
LUZ;19870809;20.1;10.6;14.7;6.2;0
LUZ;19870810;20.4;12.9;16.3;0.0;0
LUZ;19870811;22.8;10.5;16.7;0.0;0
LUZ;19870812;22.6;13.3;18.0;0.0;0
LUZ;19870813;26.8;12.9;19.3;0.0;0
LUZ;19870814;29.2;14.9;21.7;0.0;0
LUZ;19870815;24.8;14.9;20.8;0.0;0
LUZ;19870816;26.6;12.2;18.9;0.0;0
LUZ;19870817;29.2;13.9;21.8;14.0;0
LUZ;19870818;22.4;16.6;18.9;2.8;0
LUZ;19870819;26.2;16.4;20.7;0.0;0
LUZ;19870820;26.8;15.2;20.6;0.0;0
LUZ;19870821;28.2;15.0;21.4;0.0;0
LUZ;19870822;29.4;16.2;22.5;0.0;0
LUZ;19870823;20.9;16.3;18.7;8.4;0
LUZ;19870824;21.0;14.3;17.8;14.4;0
LUZ;19870825;17.2;12.1;14.2;49.0;0
LUZ;19870826;20.7;12.7;16.1;0.0;0
LUZ;19870827;17.3;12.4;14.8;4.4;0
LUZ;19870828;19.3;10.9;14.7;0.0;0
LUZ;19870829;22.5;10.9;15.6;0.0;0
LUZ;19870830;24.5;11.8;17.4;0.0;0
LUZ;19870831;26.8;13.2;19.3;0.0;0
LUZ;19870901;26.2;15.7;19.2;14.1;0
LUZ;19870902;22.5;13.4;17.7;0.1;0
LUZ;19870903;21.2;14.4;17.7;0.0;0
LUZ;19870904;22.4;15.8;18.2;16.8;0
LUZ;19870905;21.6;13.7;17.1;19.0;0
LUZ;19870906;19.9;11.9;14.8;3.7;0
LUZ;19870907;22.2;10.6;16.3;0.0;0
LUZ;19870908;23.6;14.2;17.6;4.1;0
LUZ;19870909;22.3;12.3;16.4;0.1;0
LUZ;19870910;23.3;10.9;16.7;0.0;0
LUZ;19870911;23.4;11.7;17.0;0.0;0
LUZ;19870912;26.0;11.9;17.7;0.0;0
LUZ;19870913;27.2;12.1;19.2;0.0;0
LUZ;19870914;29.1;11.9;20.2;0.0;0
LUZ;19870915;25.7;14.2;19.8;0.0;0
LUZ;19870916;27.1;14.5;19.8;0.0;0
LUZ;19870917;27.9;13.2;19.7;0.0;0
LUZ;19870918;27.7;12.8;19.6;0.0;0
LUZ;19870919;25.7;13.8;19.1;0.0;0
LUZ;19870920;26.7;12.8;19.0;0.0;0
LUZ;19870921;26.5;12.7;18.7;0.0;0
LUZ;19870922;26.2;11.9;18.7;0.6;0
LUZ;19870923;23.2;14.1;18.5;7.6;0
LUZ;19870924;19.4;11.4;15.4;2.7;0
LUZ;19870925;18.2;10.3;14.3;8.3;0
LUZ;19870926;16.7;12.1;14.2;28.1;0
LUZ;19870927;13.6;7.7;10.9;19.8;0
LUZ;19870928;12.6;8.0;9.9;0.0;0
LUZ;19870929;13.5;7.3;9.6;0.0;0
LUZ;19870930;11.2;4.7;7.4;0.0;0
LUZ;19871001;12.0;5.5;8.4;0.0;0
LUZ;19871002;10.3;7.5;8.8;0.0;0
LUZ;19871003;15.4;8.5;11.2;0.2;0
LUZ;19871004;15.6;10.0;12.2;0.0;0
LUZ;19871005;19.7;10.3;13.1;0.0;0
LUZ;19871006;20.0;8.1;13.9;0.2;0
LUZ;19871007;16.7;8.8;13.0;0.0;0
LUZ;19871008;16.3;9.3;12.3;2.5;0
LUZ;19871009;16.7;5.9;10.4;0.0;0
LUZ;19871010;23.6;4.4;15.7;0.0;0
LUZ;19871011;14.8;10.6;12.6;6.7;0
LUZ;19871012;10.7;5.5;8.0;3.7;0
LUZ;19871013;12.4;2.1;7.7;0.0;0
LUZ;19871014;13.9;8.0;10.5;2.1;0
LUZ;19871015;17.8;9.8;13.2;1.4;0
LUZ;19871016;22.6;10.6;14.2;0.0;0
LUZ;19871017;12.4;8.7;10.9;3.2;0
LUZ;19871018;14.8;6.1;9.5;0.0;0
LUZ;19871019;12.3;6.1;8.9;0.0;0
LUZ;19871020;13.0;6.7;8.9;0.0;0
LUZ;19871021;16.3;8.3;12.0;0.0;0
LUZ;19871022;12.4;8.6;10.3;8.6;0
LUZ;19871023;10.5;7.6;9.1;0.1;0
LUZ;19871024;15.1;5.5;9.9;0.1;0
LUZ;19871025;16.0;9.8;12.0;4.2;0
LUZ;19871026;12.8;9.6;11.2;0.0;0
LUZ;19871027;11.4;10.2;10.7;0.2;0
LUZ;19871028;13.5;8.5;10.8;0.0;0
LUZ;19871029;11.6;8.0;10.4;0.1;0
LUZ;19871030;13.0;8.2;10.7;0.0;0
LUZ;19871031;10.8;9.0;9.8;0.0;0
LUZ;19871101;13.1;7.7;10.4;3.1;0
LUZ;19871102;14.6;6.1;10.7;0.1;0
LUZ;19871103;11.4;4.3;9.0;0.0;0
LUZ;19871104;8.8;5.7;7.6;0.0;0
LUZ;19871105;7.4;5.4;6.1;0.0;0
LUZ;19871106;7.4;1.9;4.7;0.0;0
LUZ;19871107;6.7;2.0;3.7;0.0;0
LUZ;19871108;5.9;0.8;3.3;0.0;0
LUZ;19871109;11.5;3.9;7.5;2.7;0
LUZ;19871110;8.9;6.2;7.7;9.1;0
LUZ;19871111;11.7;3.4;7.6;1.7;0
LUZ;19871112;12.7;1.9;5.8;9.2;0
LUZ;19871113;15.0;4.9;8.0;15.5;0
LUZ;19871114;10.3;2.6;6.1;0.3;0
LUZ;19871115;8.4;-0.7;4.0;0.0;0
LUZ;19871116;11.7;4.0;7.6;13.3;0
LUZ;19871117;11.5;5.8;8.9;3.8;0
LUZ;19871118;10.6;1.7;6.8;0.0;0
LUZ;19871119;12.5;0.5;4.5;0.0;0
LUZ;19871120;13.7;4.2;6.5;9.9;0
LUZ;19871121;6.1;3.6;5.0;2.8;0
LUZ;19871122;6.2;3.5;4.6;1.5;0
LUZ;19871123;5.9;0.4;3.6;0.0;0
LUZ;19871124;3.9;0.9;2.9;0.0;0
LUZ;19871125;5.6;0.2;3.3;1.7;0
LUZ;19871126;4.2;-0.7;2.3;0.0;0
LUZ;19871127;3.3;2.1;2.6;1.0;0
LUZ;19871128;3.5;1.7;2.2;1.0;0
LUZ;19871129;2.5;1.9;2.3;0.0;0
LUZ;19871130;2.5;1.7;2.1;0.1;0
LUZ;19871201;3.2;2.0;2.6;0.0;0
LUZ;19871202;3.0;2.1;2.6;0.0;0
LUZ;19871203;2.7;1.4;2.1;0.0;0
LUZ;19871204;1.6;-0.5;0.7;0.0;0
LUZ;19871205;4.8;-0.6;2.0;0.1;0
LUZ;19871206;6.8;2.1;4.9;5.2;0
LUZ;19871207;7.9;0.5;5.1;0.6;0
LUZ;19871208;0.5;-2.3;-0.9;0.0;0
LUZ;19871209;-2.3;-4.7;-3.9;0.4;1
LUZ;19871210;-2.5;-4.1;-3.4;0.0;0
LUZ;19871211;-1.2;-3.0;-2.1;0.0;0
LUZ;19871212;-1.2;-2.2;-1.7;0.0;0
LUZ;19871213;-0.9;-2.2;-1.7;0.0;0
LUZ;19871214;2.4;-2.5;0.1;0.0;0
LUZ;19871215;5.4;0.0;2.4;0.0;0
LUZ;19871216;9.1;0.6;5.5;7.5;0
LUZ;19871217;8.9;5.6;7.3;5.0;0
LUZ;19871218;12.3;7.0;9.6;12.0;0
LUZ;19871219;12.0;6.4;9.3;14.6;0
LUZ;19871220;8.6;4.1;6.9;0.2;0
LUZ;19871221;10.0;0.7;5.3;0.0;0
LUZ;19871222;4.6;0.4;2.6;0.0;0
LUZ;19871223;4.9;3.7;4.4;0.0;0
LUZ;19871224;4.0;0.6;2.1;0.0;0
LUZ;19871225;3.4;-1.3;1.3;0.0;0
LUZ;19871226;7.1;0.8;4.5;0.0;0
LUZ;19871227;7.6;-0.2;2.9;0.0;0
LUZ;19871228;8.6;-0.6;3.0;0.0;0
LUZ;19871229;7.3;-1.5;1.3;0.0;0
LUZ;19871230;7.8;-2.2;1.6;0.0;0
LUZ;19871231;4.5;-1.5;1.7;0.0;0
LUZ;19880101;6.6;0.2;3.9;0.3;0
LUZ;19880102;9.3;2.7;6.3;8.3;0
LUZ;19880103;10.5;3.3;6.6;3.9;0
LUZ;19880104;8.2;0.1;4.9;1.2;0
LUZ;19880105;12.7;2.4;6.7;1.0;0
LUZ;19880106;12.0;0.2;5.1;1.9;0
LUZ;19880107;6.6;-0.7;3.1;1.0;0
LUZ;19880108;5.1;-2.7;1.2;0.1;0
LUZ;19880109;3.7;-4.1;-1.1;0.0;0
LUZ;19880110;5.9;-3.1;1.3;0.0;0
LUZ;19880111;5.8;1.6;3.9;7.7;0
LUZ;19880112;2.8;0.6;1.7;0.0;0
LUZ;19880113;1.3;-0.4;0.2;0.0;0
LUZ;19880114;4.9;-0.4;2.3;0.0;0
LUZ;19880115;7.8;-0.9;2.4;0.0;0
LUZ;19880116;7.8;-1.4;2.3;0.0;0
LUZ;19880117;5.4;-1.8;2.7;0.5;0
LUZ;19880118;4.3;1.3;2.3;0.0;0
LUZ;19880119;1.8;0.0;1.1;0.0;0
LUZ;19880120;1.6;-1.0;0.1;0.0;0
LUZ;19880121;5.5;0.3;2.0;9.7;0
LUZ;19880122;6.6;-2.2;1.7;2.7;0
LUZ;19880123;5.0;0.4;2.3;0.0;0
LUZ;19880124;6.0;1.4;3.5;0.0;0
LUZ;19880125;8.0;1.0;4.8;7.2;0
LUZ;19880126;12.8;0.5;6.6;0.1;0
LUZ;19880127;10.4;1.4;5.8;0.1;0
LUZ;19880128;11.3;0.6;6.0;1.5;0
LUZ;19880129;7.2;3.3;5.1;6.9;0
LUZ;19880130;5.5;1.3;3.6;1.7;2
LUZ;19880131;4.7;-0.3;2.1;4.2;0
LUZ;19880201;5.4;-2.6;2.1;3.1;0
LUZ;19880202;11.2;2.5;7.4;0.0;0
LUZ;19880203;12.6;0.1;7.9;0.0;0
LUZ;19880204;8.8;-1.8;3.5;0.0;0
LUZ;19880205;5.9;-0.6;3.0;0.2;0
LUZ;19880206;6.7;1.2;4.4;8.5;1
LUZ;19880207;3.1;0.6;2.0;13.2;0
LUZ;19880208;9.3;-0.2;2.7;14.8;2
LUZ;19880209;8.0;-1.7;2.6;5.7;0
LUZ;19880210;7.7;0.9;4.2;3.4;2
LUZ;19880211;8.5;0.4;5.4;0.0;0
LUZ;19880212;5.1;-0.1;2.5;2.5;0
LUZ;19880213;4.6;-3.3;0.3;0.0;0
LUZ;19880214;4.3;-5.3;-1.0;0.0;0
LUZ;19880215;6.9;-4.0;0.3;0.0;0
LUZ;19880216;9.9;-3.6;2.0;0.0;0
LUZ;19880217;8.7;-2.7;2.6;0.0;0
LUZ;19880218;7.0;-2.9;2.9;0.0;0
LUZ;19880219;3.6;0.2;2.4;0.6;0
LUZ;19880220;5.4;-1.4;2.6;0.0;0
LUZ;19880221;6.3;-1.8;1.5;0.0;0
LUZ;19880222;7.7;-3.2;1.3;0.0;0
LUZ;19880223;11.8;-3.0;2.4;3.2;0
LUZ;19880224;2.9;-0.7;0.5;6.0;16
LUZ;19880225;0.4;-2.4;-1.3;7.0;5
LUZ;19880226;0.9;-2.9;-1.2;1.4;3
LUZ;19880227;1.4;-2.1;-0.6;1.6;2
LUZ;19880228;2.8;-1.0;0.6;1.8;3
LUZ;19880229;2.6;-0.2;0.8;0.6;1
LUZ;19880301;2.4;-1.0;0.3;0.1;0
LUZ;19880302;1.8;-3.0;-0.2;3.2;2
LUZ;19880303;2.6;-6.2;-1.5;0.0;0
LUZ;19880304;5.3;-3.7;1.0;0.0;1
LUZ;19880305;2.3;-0.7;0.7;9.3;9
LUZ;19880306;1.7;-3.1;-0.2;0.1;0
LUZ;19880307;4.1;-0.5;2.5;3.3;0
LUZ;19880308;3.2;-1.5;0.8;1.9;0
LUZ;19880309;2.4;-5.5;-1.4;0.0;0
LUZ;19880310;3.8;-6.4;-0.7;0.0;0
LUZ;19880311;5.0;0.7;3.2;1.2;0
LUZ;19880312;7.8;3.2;5.4;5.4;0
LUZ;19880313;9.5;4.0;6.5;1.2;0
LUZ;19880314;9.2;4.6;6.4;0.3;0
LUZ;19880315;13.7;3.8;7.9;0.0;0
LUZ;19880316;14.4;5.2;9.0;16.0;0
LUZ;19880317;8.4;4.0;6.1;4.2;0
LUZ;19880318;4.2;1.2;3.2;13.0;0
LUZ;19880319;7.2;0.9;4.6;1.4;0
LUZ;19880320;16.0;4.5;9.4;0.0;0
LUZ;19880321;15.0;7.1;10.3;16.0;0
LUZ;19880322;10.0;3.3;5.9;19.0;0
LUZ;19880323;10.6;3.7;6.9;1.8;0
LUZ;19880324;9.1;4.8;6.2;14.9;0
LUZ;19880325;15.2;5.4;9.0;5.8;0
LUZ;19880326;11.1;1.1;6.5;11.3;0
LUZ;19880327;9.2;0.9;5.0;3.2;0
LUZ;19880328;9.3;3.7;6.0;1.0;0
LUZ;19880329;12.4;1.5;6.9;0.0;0
LUZ;19880330;10.8;2.5;6.5;5.3;0
LUZ;19880331;4.9;1.6;3.3;12.1;0
LUZ;19880401;7.6;1.6;4.5;2.7;0
LUZ;19880402;11.6;-0.3;5.0;0.0;0
LUZ;19880403;13.3;1.4;7.4;0.0;0
LUZ;19880404;11.8;3.9;7.6;0.0;0
LUZ;19880405;9.5;4.0;7.5;0.0;0
LUZ;19880406;10.7;3.9;7.7;0.0;0
LUZ;19880407;13.2;2.8;8.5;0.0;0
LUZ;19880408;10.6;7.1;8.7;9.9;0
LUZ;19880409;14.2;5.3;9.1;19.4;0
LUZ;19880410;9.4;4.0;6.4;11.0;0
LUZ;19880411;16.7;2.3;8.3;0.0;0
LUZ;19880412;15.9;3.6;9.9;4.2;0
LUZ;19880413;11.6;5.8;8.1;28.0;0
LUZ;19880414;12.9;3.2;7.2;0.0;0
LUZ;19880415;15.7;2.1;9.7;0.4;0
LUZ;19880416;21.0;7.7;14.3;0.0;0
LUZ;19880417;15.5;7.5;12.0;1.9;0
LUZ;19880418;21.4;7.6;14.0;0.0;0
LUZ;19880419;23.2;7.2;15.3;0.0;0
LUZ;19880420;14.9;9.2;11.7;5.1;0
LUZ;19880421;16.7;7.4;11.6;0.0;0
LUZ;19880422;19.6;5.0;12.6;0.0;0
LUZ;19880423;18.9;6.5;12.4;0.0;0
LUZ;19880424;13.4;3.2;8.4;0.0;0
LUZ;19880425;16.2;3.0;10.2;0.0;0
LUZ;19880426;17.1;6.9;11.7;0.0;0
LUZ;19880427;14.7;6.6;11.1;0.0;0
LUZ;19880428;10.4;6.9;8.9;4.1;0
LUZ;19880429;14.9;5.5;9.5;0.0;0
LUZ;19880430;16.4;6.3;11.5;0.0;0
LUZ;19880501;22.1;6.8;14.7;0.0;0
LUZ;19880502;21.1;9.9;15.6;0.0;0
LUZ;19880503;17.8;9.6;12.6;11.3;0
LUZ;19880504;18.1;8.5;12.3;3.6;0
LUZ;19880505;18.9;8.8;13.6;0.1;0
LUZ;19880506;24.0;8.4;16.6;0.0;0
LUZ;19880507;24.2;11.0;17.9;0.0;0
LUZ;19880508;21.4;14.4;17.8;0.0;0
LUZ;19880509;17.9;13.0;15.0;16.2;0
LUZ;19880510;19.3;12.9;15.1;5.2;0
